team,playerId,name,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
키움,67828,김성민,No. 8,1994년 04월 26일,투수(좌투좌타),181cm/90kg,대구옥산초-경복중-대구상원고-일본경제대-SK-히어로즈,13000만원,11000만원,17 SK 2차 1라운드 6순위,17SK
키움,54368,김연주,No. 68,2004년 02월 27일,투수(우투우타),175cm/75kg,대전신흥초-충남중-세광고,9000만원,3800만원,24 키움 3라운드 29순위,24키움
키움,65898,김웅빈,No. 10,1996년 02월 09일,내야수(우투좌타),182cm/97kg,서라벌초-울산제일중-울산공고-히어로즈-상무,8000만원,4000만원,15 SK 2차 3라운드 27순위,16넥센
키움,54319,김윤하,No. 19,2005년 03월 07일,투수(우투우타),185cm/90kg,와부초(남양주리틀)-덕수중-장충고,20000만원,4500만원,24 키움 1라운드 9순위,24키움
키움,69367,김인범,No. 67,2000년 01월 12일,투수(우투우타),187cm/91kg,하남동부초(하남시리틀)-전라중-전주고-키움-상무,7000만원,4500만원,19 넥센 2차 4라운드 34순위,21키움
키움,62332,김재현,No. 32,1993년 03월 18일,포수(우투우타),178cm/90kg,진북초-전라중-대전고-히어로즈-상무,3000만원,10000만원,12 넥센 8라운드 76순위,12넥센
키움,64984,김태진,No. 1,1995년 10월 07일,내야수(우투좌타),169cm/73kg,수유초-신일중-신일고-NC-경찰-NC-KIA,8000만원,9000만원,14 NC 2차 4라운드 45순위,14NC
키움,55322,로젠버그,No.,1995년 07월 09일,투수(좌투좌타),186cm/90kg,미국 California State(대)-키움,,700000달러,25 키움 자유선발,25키움
키움,55342,메르세데스,No. 42,1994년 03월 08일,투수(좌투양타),188cm/82kg,도미니카 Colegio Nueva Esperanza(고),,200000달러,25 키움 자유선발,25키움
키움,54304,박범준,No.,2004년 05월 28일,투수(우투좌타),183cm/75kg,대전신흥초-한밭중-대전고,4000만원,3100만원,24 키움 9라운드 89순위,24키움
키움,53305,박성빈,No. 56,2004년 04월 21일,포수(우투우타),177cm/94kg,한밭초(계룡시리틀)-충남중-대전고,5000만원,3000만원,23 키움 7라운드 66순위,24키움
키움,52305,박수종,No. 14,1999년 02월 25일,외야수(우투우타),178cm/82kg,도신초-강남중-충암고-경성대,,4500만원,22 키움 육성선수,23키움
키움,53301,박윤성,No. 35,2004년 02월 08일,투수(우투우타),183cm/96kg,부산수영초-개성중-경남고,9000만원,3500만원,23 키움 3라운드 26순위,24키움
키움,55394,박정훈,No. 94,2006년 03월 23일,투수(좌투좌타),192cm/103kg,삼일초-매향중-비봉고,10000만원,3000만원,25 키움 3라운드 28순위,25키움
키움,69328,박주성,No. 0,2000년 11월 09일,투수(우투우타),180cm/90kg,경동초(성동구리틀)-건대부중-경기고-키움-상무,15000만원,3700만원,19 넥센 1차,19키움
키움,50357,박주홍,No. 57,2001년 04월 16일,외야수(좌투좌타),187cm/87kg,자양초(하남시리틀)-건대부중-장충고,20000만원,3700만원,20 키움 1차,20키움
키움,68305,변상권,No. 9,1997년 04월 04일,외야수(우투좌타),180cm/80kg,인천서림초-상인천중-제물포고-인천재능대-히어로즈-키움-상무,,5500만원,18 넥센 육성선수,20키움
키움,53309,서유신,No. 98,2000년 08월 17일,내야수(우투우타),176cm/76kg,광주수창초-충장중-화순고-원광대,,3000만원,23 키움 11라운드 106순위,25키움
키움,54363,손현기,No. 63,2005년 10월 22일,투수(좌투좌타),188cm/88kg,순천북초-순천이수중-전주고,12000만원,3100만원,24 키움 2라운드 19순위,24키움
키움,55300,손힘찬,No. 37,2002년 07월 17일,투수(우투우타),191cm/88kg,화산초(수원영통구리틀)-현도중-세광고-동아대,,3000만원,25 키움 육성선수,25키움
키움,65357,송성문,No. 24,1996년 08월 29일,내야수(우투좌타),183cm/88kg,봉천초(용산구리틀)-홍은중-장충고-히어로즈-키움-상무,8000만원,30000만원,15 넥센 2차 5라운드 49순위,15넥센
키움,52391,송정인,No.,2003년 05월 05일,투수(우투우타),187cm/84kg,화곡초-선린중-야탑고-키움,10000만원,3000만원,22 키움 2차 2라운드 16순위,22키움
키움,54394,송지후,No. 86,2005년 01월 08일,내야수(우투우타),175cm/74kg,광주수창초-진흥중-광주제일고,5000만원,3000만원,24 키움 6라운드 59순위,24키움
키움,55326,스톤,No.,1995년 11월 22일,외야수(우투우타),185cm/103kg,미국 George Ranch(고)-키움,,35000달러,25 키움 부상 대체 외국인선수,25키움
키움,68341,안우진,No. 41,1999년 08월 30일,투수(우투우타),192cm/90kg,강남초-서울이수중-휘문고-히어로즈,60000만원,48000만원,18 넥센 1차,18넥센
키움,69045,알칸타라,No. 54,1992년 12월 04일,투수(우투우타),193cm/100kg,도미니카 Liceo secundario Emma Balaguer(고)-KT-두산,,250000달러,19 KT 자유선발,19KT
키움,67365,양지율,No. 55,1998년 12월 16일,투수(우투우타),185cm/103kg,서울청구초-홍은중-장충고,9000만원,3500만원,17 넥센 2차 2라운드 17순위,19키움
키움,55370,양현종,No. 70,2006년 08월 15일,내야수(우투우타),177cm/84kg,대구옥산초-협성경복중-대구고,7000만원,3000만원,25 키움 6라운드 51순위,25키움
키움,55392,어준서,No. 92,2006년 11월 27일,내야수(우투좌타),183cm/87kg,수유초-자양중-경기고,11000만원,3000만원,25 키움 3라운드 21순위,25키움
키움,55393,여동욱,No. 93,2005년 11월 10일,내야수(우투우타),180cm/90kg,남도초-협성경복중-대구상원고,10000만원,3000만원,25 키움 3라운드 27순위,25키움
키움,55339,염승원,No. 39,2006년 03월 20일,내야수(우투좌타),180cm/78kg,고명초-휘문중-휘문고,16000만원,3000만원,25 키움 2라운드 11순위,25키움
키움,67116,오석주,No. 31,1998년 04월 14일,투수(우투우타),180cm/74kg,양정초-대천중-제주고-LG,6000만원,3900만원,17 LG 2차 6라운드 52순위,19LG
키움,78756,오선진,No. 60,1989년 07월 07일,내야수(우투우타),178cm/80kg,화곡초-성남중-성남고-한화-상무-한화-삼성-한화-롯데,6000만원,4000만원,08 한화 2차 4라운드 26순위,08한화
키움,54307,원성준,No. 33,2000년 03월 31일,외야수(우투좌타),181cm/80kg,고명초-서울이수중-경기고-성균관대,,4000만원,24 키움 육성선수,24키움
키움,76118,원종현,No. 46,1987년 07월 31일,투수(우언우타),182cm/88kg,군산중앙초-군산중-군산상고-LG-경찰-NC,11000만원,50000만원,06 LG 2차 2라운드 11순위,06LG
키움,55348,웰스,No.,1997년 02월 27일,투수(좌투좌타),185cm/84kg,호주 Hunter Sports(고),,30000달러,25 키움 부상 대체 외국인선수,25키움
키움,52395,윤석원,No. 95,2003년 07월 04일,투수(좌투좌타),185cm/81kg,부산대연초-개성중-부산고,6000만원,4000만원,22 키움 2차 4라운드 36순위,23키움
키움,55396,윤현,No. 96,2006년 10월 20일,투수(우투우타),187cm/90kg,가동초-자양중-경기고,8000만원,3000만원,25 키움 4라운드 31순위,25키움
키움,50036,이강준,No. 11,2001년 12월 14일,투수(우투우타),180cm/80kg,서당초-설악중-설악고-KT-롯데-키움-상무,9000만원,3200만원,20 KT 2차 3라운드 22순위,20KT
키움,75566,이원석,No. 17,1986년 10월 21일,내야수(우투우타),181cm/82kg,학강초-광주동성중-광주동성고-(세민디지털대)-롯데-두산-상무-두산-삼성,13000만원,30000만원,05 롯데 2차 2라운드 9순위,05롯데
키움,54305,이재상,No. 5,2005년 04월 17일,내야수(우투우타),183cm/85kg,갈산초-성남중-성남고,13000만원,3200만원,24 키움 2라운드 16순위,24키움
키움,50354,이종민,No. 45,2001년 06월 04일,투수(좌투좌타),185cm/96kg,성동초-덕수중-성남고-키움-상무,11000만원,3600만원,20 키움 2차 1라운드 7순위,20키움
키움,50167,이주형,No. 2,2001년 04월 02일,외야수(우투좌타),181cm/80kg,송수초(해운대리틀)-센텀중-경남고-LG,15000만원,11000만원,20 LG 2차 2라운드 13순위,20LG
키움,51302,이주형,No. 58,2002년 07월 05일,내야수(좌투좌타),183cm/105kg,이매초-매송중-야탑고-키움-상무,6000만원,3700만원,21 키움 2차 4라운드 39순위,21키움
키움,55301,이준우,No. 21,2001년 03월 02일,투수(우투우타),183cm/93kg,문현초(해운대리틀)-센텀중-경남고,,3000만원,25 키움 육성선수,25키움
키움,78135,이형종,No. 36,1989년 06월 07일,외야수(우투우타),183cm/87kg,화곡초-양천중-서울고-LG,43000만원,60000만원,08 LG 1차,08LG
키움,64346,임병욱,No. 6,1995년 09월 30일,외야수(우투좌타),187cm/94kg,수원신곡초-배명중-덕수고-히어로즈-키움-상무,20000만원,6000만원,14 넥센 1차,14넥센
키움,64340,임지열,No. 29,1995년 08월 22일,외야수(우투우타),180cm/94kg,대전신흥초-건대부중-덕수고-히어로즈-경찰,11000만원,5800만원,14 넥센 2차 2라운드 22순위,14넥센
키움,55382,임진묵,No. 82,2006년 04월 23일,투수(우투우타),181cm/85kg,천안청룡초-상명중-경기상고,4000만원,3000만원,25 키움 9라운드 81순위,25키움
키움,51359,장재영,No. 23,2002년 05월 10일,외야수(우투우타),187cm/83kg,갈산초-서울신월중-덕수고-키움-상무,90000만원,4600만원,21 키움 1차,21키움
키움,77927,장필준,No.,1988년 04월 08일,투수(우투우타),190cm/90kg,온양온천초-온양중-북일고-상무-삼성-키움,,4000만원,15 삼성 2차 1라운드 9순위,07상무
키움,54362,전준표,No. 62,2005년 05월 07일,투수(우투우타),186cm/90kg,잠일초(강동구리틀)-잠신중-서울고,21000만원,3200만원,24 키움 1라운드 8순위,24키움
키움,55397,전태현,No. 97,2006년 03월 02일,내야수(우투좌타),180cm/82kg,양덕초-마산동중-용마고,8000만원,3000만원,25 키움 5라운드 41순위,25키움
키움,55377,정세영,No. 77,2006년 09월 23일,투수(좌투좌타),177cm/82kg,서울학동초-언북중-경기상고,4000만원,3000만원,25 키움 8라운드 71순위,25키움
키움,55313,정현우,No. 13,2006년 04월 13일,투수(좌투좌타),181cm/91kg,홍제초(서대문구리틀)-충암중-덕수고,50000만원,3000만원,25 키움 1라운드 1순위,25키움
키움,69360,조영건,No. 20,1999년 02월 04일,투수(우투우타),180cm/85kg,대전신흥초-충남중-백송고,10000만원,3800만원,19 넥센 2차 2라운드 14순위,19키움
키움,69332,주성원,No. 25,2000년 08월 30일,외야수(우투우타),182cm/95kg,부산대연초(남구리틀)-부산신정중-개성고,8000만원,3800만원,19 넥센 2차 3라운드 24순위,19키움
키움,52330,주승우,No. 30,2000년 01월 30일,투수(우투우타),180cm/82kg,송추초(의정부리틀)-영동중-서울고-성균관대,18000만원,7700만원,22 키움 1차,22키움
키움,76267,최주환,No. 53,1988년 02월 28일,내야수(우투좌타),177cm/73kg,학강초-광주동성중-광주동성고-두산-상무-두산-SK-SSG,6000만원,30000만원,06 두산 2차 6라운드 46순위,06두산
키움,54444,카디네스,No. 4,1997년 10월 10일,외야수(우투우타),185cm/93kg,미국 California State(대)-삼성,,450000달러,24 삼성 자유선발,24삼성
키움,52366,푸이그,No.,1990년 12월 07일,외야수(우투우타),188cm/108kg,쿠바 EIEFD(대)-키움,300000달러,1000000달러,22 키움 자유선발,22키움
키움,64350,하영민,No. 50,1995년 05월 07일,투수(우투우타),183cm/74kg,광주수창초-진흥중-진흥고-히어로즈,15000만원,16500만원,14 넥센 2차 1라운드 4순위,14넥센
